PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
36172112,Adult intracranial infection caused by an extended-spectrum-beta-lactamase-producing strain of hypervirulent Klebsiella pneumoniae: a case report,"Wang J, Xu D, Qu B, Geng C.",Ann Transl Med. 2022 Sep;10(17):941. doi: 10.21037/atm-22-3805.,Wang J,Ann Transl Med,2022,2022/9/29,PMC9511199,,10.21037/atm-22-3805
32291523,Leprosy in a?low-incidence setting : Case report relevant to metagenomic next generation sequencing applications,"Quan M, Liu L, Zhou T, Jiang Y, Wang X, Zong Z.",Wien Klin Wochenschr. 2020 Oct;132(19-20):589-592. doi: 10.1007/s00508-020-01644-7. Epub 2020 Apr 14.,Quan M,Wien Klin Wochenschr,2020,2020/4/16,,,10.1007/s00508-020-01644-7
40325428,The application of metagenomic next generation sequencing in diagnosing tuberculous otitis media: a case report and review of the literature,"Liu H, Zhu Y, Huang Y, Jiang H.",J Med Case Rep. 2025 May 5;19(1):207. doi: 10.1186/s13256-025-05257-4.,Liu H,J Med Case Rep,2025,2025/5/5,PMC12051264,,10.1186/s13256-025-05257-4
40923736,Diagnosis of Pulmonary Actinomycosis Caused by Actinomyces graevenitzii: a Case Series of Three Patients,"Zhang X, He Q, Mao G, Liang M.",Clin Lab. 2025 Sep 1;71(9). doi: 10.7754/Clin.Lab.2025.250254.,Zhang X,Clin Lab,2025,2025/9/9,,,10.7754/Clin.Lab.2025.250254
35459229,Central nervous system infection with Seoul Orthohantavirus in a child after hematopoietic stem cell transplantation: a case report,"Liu E, Lv S, Yi P, Feng L, Deng X, Xia H, Xu Y.",Virol J. 2022 Apr 22;19(1):75. doi: 10.1186/s12985-022-01766-6.,Liu E,Virol J,2022,2022/4/23,PMC9034594,,10.1186/s12985-022-01766-6
38433784,Case Report: Encephalitis with Initial Manifestation of Orientia Tsutsugamushi Infection Detected by Metagenomic Next-Generation Sequencing,"Han S, Yang S, Wang Y, Xu Y.",Infect Drug Resist. 2024 Feb 26;17:749-760. doi: 10.2147/IDR.S450693. eCollection 2024.,Han S,Infect Drug Resist,2024,2024/3/4,PMC10906725,,10.2147/IDR.S450693
32517705,Hemophagocytic lymphohistiocytosis is associated with Bartonella henselae infection in a patient with multiple susceptibility genes,"Yang T, Mei Q, Zhang L, Chen Z, Zhu C, Fang X, Geng S, Pan A.",Ann Clin Microbiol Antimicrob. 2020 Jun 9;19(1):28. doi: 10.1186/s12941-020-00370-2.,Yang T,Ann Clin Microbiol Antimicrob,2020,2020/6/11,PMC7281694,,10.1186/s12941-020-00370-2
28379472,"A Novel Prosthetic Joint Infection Pathogen, Mycoplasma salivarium, Identified by Metagenomic Shotgun Sequencing","Thoendel M, Jeraldo P, Greenwood-Quaintance KE, Chia N, Abdel MP, Steckelberg JM, Osmon DR, Patel R.",Clin Infect Dis. 2017 Jul 15;65(2):332-335. doi: 10.1093/cid/cix296.,Thoendel M,Clin Infect Dis,2017,2017/4/6,PMC5848249,,10.1093/cid/cix296
33773632,Metagenomic next-generation sequencing clinches diagnosis of leishmaniasis,"Wang C, Li A, Shi Q, Yu Z.",Lancet. 2021 Mar 27;397(10280):1213. doi: 10.1016/S0140-6736(21)00352-4.,Wang C,Lancet,2021,2021/3/28,,,10.1016/S0140-6736(21)00352-4
39229329,Bronchoalveolar Lavage Fluid Metagenomic Second-Generation Sequencing Assists in Guiding the Treatment of Visceral Leishmaniasis: A Case Report,"Li J, Liu L, Gao Z, Chuai X, Liu X, Zhang X, Zhang X, Su X, Xu Q, Deng Z.",Infect Drug Resist. 2024 Aug 30;17:3769-3775. doi: 10.2147/IDR.S468684. eCollection 2024.,Li J,Infect Drug Resist,2024,2024/9/4,PMC11370764,,10.2147/IDR.S468684
39049845,Successful treatment of diffuse alveolar hemorrhage secondary to Mycoplasma pneumoniae complicated with hemophagocytic lymphohistiocytosis in children: a case report and non-systematic literature review,"Yang M, Liu ZQ, Wang Y, Luo LL, Qiao LN.",Front Pediatr. 2024 Jul 10;12:1404872. doi: 10.3389/fped.2024.1404872. eCollection 2024.,Yang M,Front Pediatr,2024,2024/7/25,PMC11266077,,10.3389/fped.2024.1404872
40607081,A case of acute renal dysfunction and multiorgan dysfunction caused by Rickettsia japonica infection,"Zhang Q, Teng Z, Gong P.",IDCases. 2025 Jun 9;41:e02283. doi: 10.1016/j.idcr.2025.e02283. eCollection 2025.,Zhang Q,IDCases,2025,2025/7/3,PMC12221611,,10.1016/j.idcr.2025.e02283
40543441,Successful management of Nocardia farcinica brain abscess in an immunocompetent adult with trimethoprim/sulfamethoxazole hypersensitivity: A case report and review,"Hong WL, Yao LY, Zhong Z, Meng FJ, Zhang WY, Lu K, She ZY.",Diagn Microbiol Infect Dis. 2025 Oct;113(2):116954. doi: 10.1016/j.diagmicrobio.2025.116954. Epub 2025 Jun 11.,Hong WL,Diagn Microbiol Infect Dis,2025,2025/6/21,,,10.1016/j.diagmicrobio.2025.116954
40162034,Disseminated Histoplasmosis Due to Anti-IFN-¦Ã Autoantibodies-Associated Immunodeficiency,"Huang L, Zheng D, Li T, Li X, Kong J, Wang K, Wang S, Cao C.",Infect Drug Resist. 2025 Mar 25;18:1605-1609. doi: 10.2147/IDR.S513750. eCollection 2025.,Huang L,Infect Drug Resist,2025,2025/3/31,PMC11954392,,10.2147/IDR.S513750
39109186,Primary amebic meningoencephalitis in children: A case report and literature review,"Song B, Zheng J, Zhao D.",IDCases. 2024 Jul 9;37:e02028. doi: 10.1016/j.idcr.2024.e02028. eCollection 2024.,Song B,IDCases,2024,2024/8/7,PMC11301095,,10.1016/j.idcr.2024.e02028
38283113,Intrathecal Injection of Polymyxin B in a Child with Meningitis Caused by Carbapenem-Resistant Pseudomonas aeruginosa: A Case Report and Literature Review,"Wu M, Zhao J, Liu Z, Zhang H.",Infect Drug Resist. 2024 Jan 24;17:249-258. doi: 10.2147/IDR.S445416. eCollection 2024.,Wu M,Infect Drug Resist,2024,2024/1/29,PMC10822138,,10.2147/IDR.S445416
29020227,Rapid Detection of Powassan Virus in a Patient With Encephalitis by Metagenomic Sequencing,"Piantadosi A, Kanjilal S, Ganesh V, Khanna A, Hyle EP, Rosand J, Bold T, Metsky HC, Lemieux J, Leone MJ, Freimark L, Matranga CB, Adams G, McGrath G, Zamirpour S, Telford S 3rd, Rosenberg E, Cho T, Frosch MP, Goldberg MB, Mukerji SS, Sabeti PC.",Clin Infect Dis. 2018 Feb 10;66(5):789-792. doi: 10.1093/cid/cix792.,Piantadosi A,Clin Infect Dis,2018,2017/10/12,PMC5850433,,10.1093/cid/cix792
40874431,Multiple concurrent opportunistic infections in patient with myasthenia gravis: A case report,"Chen J, Fang J, Sun L, Zhang Z, Ma Q, Wu J, Chen Y, Liao K, Long T, Xu H.",Virulence. 2025 Dec;16(1):2545570. doi: 10.1080/21505594.2025.2545570. Epub 2025 Aug 28.,Chen J,Virulence,2025,2025/8/28,PMC12396124,,10.1080/21505594.2025.2545570
40718415,An acute Q fever with vessel vasculitis: case report,"Guo S, Liu Q, Yan J, Wang J, Zhong Y, Gao F, Zhong Y.",Front Med (Lausanne). 2025 Jul 11;12:1584216. doi: 10.3389/fmed.2025.1584216. eCollection 2025.,Guo S,Front Med (Lausanne),2025,2025/7/28,PMC12289594,,10.3389/fmed.2025.1584216
39455918,A case of severe psittacosis pneumonia complicated by splenic infarction,"Yu Z, Qian Y, Lv L, Hu W.",BMC Infect Dis. 2024 Oct 25;24(1):1203. doi: 10.1186/s12879-024-10111-x.,Yu Z,BMC Infect Dis,2024,2024/10/25,PMC11520038,,10.1186/s12879-024-10111-x
39381756,Case report: Mycobacterium chimaera-induced lymph node infection in a patient with chronic myeloproliferative neoplasm misdiagnosed as tuberculous lymphadenitis,"Sun Y, Zhang C, Lu B, Chen J, Pan X.",Front Public Health. 2024 Sep 24;12:1387722. doi: 10.3389/fpubh.2024.1387722. eCollection 2024.,Sun Y,Front Public Health,2024,2024/10/9,PMC11458419,,10.3389/fpubh.2024.1387722
36209976,Severe community-acquired pneumonia caused by Chlamydia pecorum,"Cao L, He L, Wang S, Xu L, Zhuang S.",Int J Infect Dis. 2022 Nov;124:171-173. doi: 10.1016/j.ijid.2022.09.037. Epub 2022 Oct 6.,Cao L,Int J Infect Dis,2022,2022/10/9,,,10.1016/j.ijid.2022.09.037
39165786,Diagnosis of a Rare Rickettsia felis Infection Complicated with Unusual Pericardial Effusion and Cardiac Tamponade Using an mNGS Test,"Po TL, Huang CH, Lin CH, Hung HF.",Case Rep Infect Dis. 2024 Aug 13;2024:8877876. doi: 10.1155/2024/8877876. eCollection 2024.,Po TL,Case Rep Infect Dis,2024,2024/8/21,PMC11335410,,10.1155/2024/8877876
39494225,Otitis Media Progressing to Community-Acquired Meningitis in Diabetic Patients: A Case Report of K2-ST375?hypervirulent Klebsiella pneumoniae and Literature Review,"Jin S, Xie H, Wang R.",Infect Drug Resist. 2024 Oct 28;17:4707-4716. doi: 10.2147/IDR.S490828. eCollection 2024.,Jin S,Infect Drug Resist,2024,2024/11/4,PMC11529280,,10.2147/IDR.S490828
39221224,"HNF1¦Â, LHX1, and GGNBP2 deletion contributed to kidney and reproductive dysfunction in 17q12 deletion syndrome: evidence from a case report","Song CY, Yang J, Jiang S, Du GL.",Front Genet. 2024 Aug 16;15:1391804. doi: 10.3389/fgene.2024.1391804. eCollection 2024.,Song CY,Front Genet,2024,2024/9/2,PMC11361975,,10.3389/fgene.2024.1391804
35850669,The first case of Streptococcus intermedius brain abscess with hemophagocytic histiocytosis,"Zhang J, Wang J, Gan J, Luo R, Chen X.",BMC Infect Dis. 2022 Jul 18;22(1):627. doi: 10.1186/s12879-022-07600-2.,Zhang J,BMC Infect Dis,2022,2022/7/19,PMC9290246,,10.1186/s12879-022-07600-2
38234354,Chlamydia psittaci causing severe pneumonia with an initial complaint of massive watery sputum: a case report,"Huang C, Liu M, Gu B, Yuan C, Wang Y, Cai T, Gao J, Yin J, Yu S, Zhou M.",AME Case Rep. 2023 Aug 10;8:27. doi: 10.21037/acr-23-88. eCollection 2024.,Huang C,AME Case Rep,2023,2024/1/18,PMC10789907,,10.21037/acr-23-88
36909719,Case report: A clinical case study of six patients with Chlamydia psittaci pneumonia,"Dai J, Lian X, Mo J, Li X, Mo W, Wang H, Jiang J.",Front Cell Infect Microbiol. 2023 Feb 24;13:1084882. doi: 10.3389/fcimb.2023.1084882. eCollection 2023.,Dai J,Front Cell Infect Microbiol,2023,2023/3/13,PMC9999381,,10.3389/fcimb.2023.1084882
36102704,Management of Extensive Central Nervous System Cladophialophora bantiana Infection in a 9-Year-Old Child,"Boguniewicz J, Demmler-Harrison GJ, Lotze TE, Jarjour IT, Whitehead WE, Frontiero J, Dutta A, Fogarty T 3rd, Hunter JV, Ogunbona OB, Pareek AV, Cameron LH.",Pediatr Infect Dis J. 2022 Nov 1;41(11):e481-e486. doi: 10.1097/INF.0000000000003680. Epub 2022 Aug 31.,Boguniewicz J,Pediatr Infect Dis J,2022,2022/9/14,,,10.1097/INF.0000000000003680
40801353,Adynamic ileus as an atypical manifestation of Staphylococcus aureus meningitis confirmed by metagenomic next-generation sequencing: A case report,"Liang T, Situ J, Qin H, Peng J.",J Int Med Res. 2025 Aug;53(8):3000605251365895. doi: 10.1177/03000605251365895. Epub 2025 Aug 13.,Liang T,J Int Med Res,2025,2025/8/13,PMC12351148,,10.1177/03000605251365895
36755852,Case Report: Chlamydia psittaci pneumonia complicated by Guillain-Barr¨¦ syndrome detected using metagenomic next-generation sequencing,"Fang C, Xu L, Tan J, Tan H, Lin J, Zhao Z.",Front Cell Infect Microbiol. 2023 Jan 23;12:1070760. doi: 10.3389/fcimb.2022.1070760. eCollection 2022.,Fang C,Front Cell Infect Microbiol,2023,2023/2/9,PMC9901563,,10.3389/fcimb.2022.1070760
39676846,Novel Use of Metagenomic Next-Generation Sequencing in Diagnosing Streptococcus intermedius Meningitis and Ventriculitis: A Case Report and Literature Review,"Chen YC, Chang FY, Shang ST, Wang YC.",Infect Drug Resist. 2024 Dec 11;17:5507-5512. doi: 10.2147/IDR.S495313. eCollection 2024.,Chen YC,Infect Drug Resist,2024,2024/12/16,PMC11646375,,10.2147/IDR.S495313
39073787,Diagnosis and treatment of a patient with pulmonary infection caused by Emergomyces Orientalis: a case report,"Jiang Y, Tian R, Zhang C, Zhang L, Cui X, Wang P.",Future Microbiol. 2024;19(14):1195-1202. doi: 10.1080/17460913.2024.2366653. Epub 2024 Jul 29.,Jiang Y,Future Microbiol,2024,2024/7/29,PMC11633394,,10.1080/17460913.2024.2366653
37860065,Accurate diagnosis of bronchopulmonary Talaromyces marneffei infection in an anti-IFN-¦Ã autoantibodies positive patient assisted by endobronchial ultrasound-guided TBNA and mNGS: a case report,"Chen G, Ma N, Zhu D, Zhou H, Liang Q, Meng J, Shen Y, Liu H, Liu L, He Z, Qin Z.",Front Cell Infect Microbiol. 2023 Oct 4;13:1186335. doi: 10.3389/fcimb.2023.1186335. eCollection 2023.,Chen G,Front Cell Infect Microbiol,2023,2023/10/20,PMC10583546,,10.3389/fcimb.2023.1186335
29325543,"Persistent mammalian orthoreovirus, coxsackievirus and adenovirus co-infection in a child with a primary immunodeficiency detected by metagenomic sequencing: a case report","Lewandowska DW, Capaul R, Prader S, Zagordi O, Geissberger FD, K¨¹gler M, Knorr M, Berger C, G¨¹ng?r T, Reichenbach J, Shah C, B?ni J, Zbinden A, Trkola A, Pachlopnik Schmid J, Huber M.",BMC Infect Dis. 2018 Jan 11;18(1):33. doi: 10.1186/s12879-018-2946-7.,Lewandowska DW,BMC Infect Dis,2018,2018/1/13,PMC5765704,,10.1186/s12879-018-2946-7
36958034,"Powassan Virus Infection Detected by Metagenomic Next-Generation Sequencing, Ohio, USA","Farrington M, Elenz J, Ginsberg M, Chiu CY, Miller S, Pangonis SF.",Emerg Infect Dis. 2023 Apr;29(4):838-841. doi: 10.3201/eid2904.221005.,Farrington M,Emerg Infect Dis,2023,2023/3/23,PMC10045675,,10.3201/eid2904.221005
33710980,An 11-Year-old Male With X-linked Agammaglobulinemia and Persistent Abdominal Pain,"Fettinger NB, Bradley JS, Ramchandar N.",Pediatr Infect Dis J. 2021 Apr 1;40(4):356-358. doi: 10.1097/INF.0000000000003056.,Fettinger NB,Pediatr Infect Dis J,2021,2021/3/12,,,10.1097/INF.0000000000003056
36243638,Allergic Bronchopulmonary Mycosis Caused by Schizophyllum commune Diagnosed by Metagenomic Next-Generation Sequencing,"Zhou X, Zheng J, Zhang J.",Arch Bronconeumol. 2023 Feb;59(2):111-112. doi: 10.1016/j.arbres.2022.09.013. Epub 2022 Sep 28.,Zhou X,Arch Bronconeumol,2023,2022/10/15,,,10.1016/j.arbres.2022.09.013
37092383,Mycobacterium Avium Complex Infection of the Spine in a Patient Without Acquired Immune Deficiency Syndrome: A Case Report and Literature Review,"Lv H, Zhou JH, Guo Y, Chen H, Xu JZ, Zhang ZR, Zhang ZH.",Orthop Surg. 2023 Jun;15(6):1707-1715. doi: 10.1111/os.13736. Epub 2023 Apr 24.,Lv H,Orthop Surg,2023,2023/4/24,PMC10235189,,10.1111/os.13736
40882431,Beyond the lungs: a case report of disseminated cutaneous aspergillosis highlighting clinical dilemmas in invasive fungal infections of critically ill patients,"Xu Y, He J, Jin P, Fei M, Cheng S.",J Mycol Med. 2025 Aug 19;35(4):101573. doi: 10.1016/j.mycmed.2025.101573. Online ahead of print.,Xu Y,J Mycol Med,2025,2025/8/29,,,10.1016/j.mycmed.2025.101573
39350124,Pneumocystis jirovecii and Nocardia pneumonia in a middle-aged male with Nephrotic syndrome: a case report and literature review,"Wang Y, He X, Liu S, Li X.",BMC Infect Dis. 2024 Sep 30;24(1):1071. doi: 10.1186/s12879-024-09987-6.,Wang Y,BMC Infect Dis,2024,2024/9/30,PMC11440764,,10.1186/s12879-024-09987-6
37920597,Diagnosis of mycobacterium avium complex infection utilizing metagenomics next-generation sequencing: a case report,"Li H, Wei L, Li F.",Front Med (Lausanne). 2023 Oct 18;10:1247034. doi: 10.3389/fmed.2023.1247034. eCollection 2023.,Li H,Front Med (Lausanne),2023,2023/11/3,PMC10619715,,10.3389/fmed.2023.1247034
36782173,Glial fibrillary acidic protein astrocytopathy and tuberculous meningoencephalitis occurring in a patient with Legionella pneumonia: a case report,"Li K, Wu J, Chen J, You Y.",BMC Neurol. 2023 Feb 13;23(1):69. doi: 10.1186/s12883-023-03113-w.,Li K,BMC Neurol,2023,2023/2/14,PMC9923896,,10.1186/s12883-023-03113-w
35284363,Acute Respiratory Distress Syndrome Caused by Occupational Exposure to Waterproofing Spray: A Case Report and Literature Review,"Fu M, Feng CM, Cao LJ, Hu XW, Xu QX, Xia HL, Ji ZM, Hu NN, Xie W, Fang Y, Xia DQ, Zhang JQ.",Front Public Health. 2022 Feb 25;10:830429. doi: 10.3389/fpubh.2022.830429. eCollection 2022.,Fu M,Front Public Health,2022,2022/3/14,PMC8916539,,10.3389/fpubh.2022.830429
40399144,Disseminated Cunninghamella bertholletiae Infection From Latent Lower Limb Mass After Kidney Transplant: A Case Report,"Wang Y, Zhang K, Liu L, Qu R.",Transplant Proc. 2025 Sep;57(7):1319-1324. doi: 10.1016/j.transproceed.2025.03.032. Epub 2025 May 20.,Wang Y,Transplant Proc,2025,2025/5/21,,,10.1016/j.transproceed.2025.03.032
33900186,"Severe Case of Rickettsiosis Identified by Metagenomic Sequencing, China","Teng Z, Shi Y, Peng Y, Zhang H, Luo X, Lun X, Xia L, You Y, Li Z, Zhang W, Zhang Y, Dong S, Guo W, Kan B, Pang B, Xu J, Qin A.",Emerg Infect Dis. 2021 May;27(5):1530-1532. doi: 10.3201/eid2705.203265.,Teng Z,Emerg Infect Dis,2021,2021/4/26,PMC8084477,,10.3201/eid2705.203265
38766680,Hypervirulent Klebsiella pneumoniae Mediated Hepatic Infarction Septic Shock After Rectal Cancer Surgery: A Case Report,"Li Y, Yang Y, Zheng Y, Gao Y, Shu G, Gai W, Guo Y, Deng X.",Infect Drug Resist. 2024 May 14;17:1911-1918. doi: 10.2147/IDR.S452705. eCollection 2024.,Li Y,Infect Drug Resist,2024,2024/5/20,PMC11102091,,10.2147/IDR.S452705
40703293,Three case reports of pulmonary mucormycosis with a review of the literature,"Zhang Z, Wang M.",Front Med (Lausanne). 2025 Jul 9;12:1580912. doi: 10.3389/fmed.2025.1580912. eCollection 2025.,Zhang Z,Front Med (Lausanne),2025,2025/7/24,PMC12283752,,10.3389/fmed.2025.1580912
39776838,Unveiling the dark side of Prevotella: a case of fatal pneumonia from a common probiotic,"Li MJ, Zhou SF, Zhang Y, Zhang Y, Fu WB.",Front Med (Lausanne). 2024 Dec 24;11:1382134. doi: 10.3389/fmed.2024.1382134. eCollection 2024.,Li MJ,Front Med (Lausanne),2024,2025/1/8,PMC11705697,,10.3389/fmed.2024.1382134
38223708,Clinical characteristics of 15 patients with listeria meningitis in adult,"Qu H, Wang Y, Diao H, Ren G, Wang Z, Shang J, Shangguan L, Wang H.",Heliyon. 2023 Dec 18;10(1):e23755. doi: 10.1016/j.heliyon.2023.e23755. eCollection 2024 Jan 15.,Qu H,Heliyon,2023,2024/1/15,PMC10784154,,10.1016/j.heliyon.2023.e23755
34193063,A case of chlamydia psittaci caused severe pneumonia and meningitis diagnosed by metagenome next-generation sequencing and clinical analysis: a case report and literature review,"Shi Y, Chen J, Shi X, Hu J, Li H, Li X, Wang Y, Wu B.",BMC Infect Dis. 2021 Jun 30;21(1):621. doi: 10.1186/s12879-021-06205-5.,Shi Y,BMC Infect Dis,2021,2021/7/1,PMC8243071,,10.1186/s12879-021-06205-5
32894070,"Meningoencephalitis, coronary artery and keratitis as an onset of brucellosis: a case report","Geng L, Feng Y, Li D, Nan N, Ma K, Tang X, Li X.",BMC Infect Dis. 2020 Sep 7;20(1):654. doi: 10.1186/s12879-020-05358-z.,Geng L,BMC Infect Dis,2020,2020/9/7,PMC7487788,,10.1186/s12879-020-05358-z
35089209,Clinical metagenomic sequencing for rapid diagnosis of neonatal meningitis caused by Ureaplasma parvum: A case report,"Qin L, Li YH, Cao XJ, Wang XJ, Mao RP, Yang HY, Li L.",Medicine (Baltimore). 2022 Jan 28;101(4):e28662. doi: 10.1097/MD.0000000000028662.,Qin L,Medicine (Baltimore),2022,2022/1/28,PMC8797581,,10.1097/MD.0000000000028662
38640279,Case report of a novel mutation in the TNC gene in Chinese patients with nonsyndromic hearing loss,"Li S, Li S, Chen D, Zhao S, Liu C, Zhang R, Chen Y, Guo X, Song X.",Medicine (Baltimore). 2024 Apr 19;103(16):e37702. doi: 10.1097/MD.0000000000037702.,Li S,Medicine (Baltimore),2024,2024/4/19,PMC11029965,,10.1097/MD.0000000000037702
34381797,Metagenomic Next-Generation Sequencing Can Clinch Diagnosis of Non-Tuberculous Mycobacterial Infections: A Case Report,"Zhu H, Zhu M, Lei JH, Xiao YL, Zhao LM.",Front Med (Lausanne). 2021 Jul 26;8:679755. doi: 10.3389/fmed.2021.679755. eCollection 2021.,Zhu H,Front Med (Lausanne),2021,2021/8/12,PMC8350026,,10.3389/fmed.2021.679755
40289075,Phialophora americana infection in a patient with a compound heterozygous CARD9 mutation,"Wu J, Xiang Y, Li F, Liu X, Dang N, Guo J.",BMC Infect Dis. 2025 Apr 27;25(1):613. doi: 10.1186/s12879-025-10973-9.,Wu J,BMC Infect Dis,2025,2025/4/27,PMC12036287,,10.1186/s12879-025-10973-9
36221387,Successful treatment of Talaromyces marneffei pneumonia in a HIV-negative renal transplantation recipient: A case report,"Cai DH, Wang J, Fang XL.",Medicine (Baltimore). 2022 Oct 7;101(40):e30958. doi: 10.1097/MD.0000000000030958.,Cai DH,Medicine (Baltimore),2022,2022/10/12,PMC9542904,,10.1097/MD.0000000000030958
32993535,Hemophagocytic syndrome associated with Mycobacterium bovis in a patient with X-SCID: a case report,"Shi B, Chen M, Xia Z, Xiao S, Tang W, Qin C, Cheng Y, Huang T, Huang C, Li Y, Xu H.",BMC Infect Dis. 2020 Sep 29;20(1):711. doi: 10.1186/s12879-020-05421-9.,Shi B,BMC Infect Dis,2020,2020/9/30,PMC7525942,,10.1186/s12879-020-05421-9
35973024,Identification of Anaerobic Organism Infection in a Patient With Emphysematous Pancreatitis Based on Metagenomic Next-Generation Sequencing: A Case Report,"Tang Q, Ye B, Wang P, Ke L, Tong Z, Li W.",Pancreas. 2022 May 1;51(5):e85-e87. doi: 10.1097/MPA.0000000000002060.,Tang Q,Pancreas,2022,2022/8/16,,,10.1097/MPA.0000000000002060
39917570,Omadacycline for the Treatment of Severe Legionella Pneumonia Complicated with Multiple Organ Failure: A Case Report,"Xu L, Xiong Y, Fang C.",Int Med Case Rep J. 2025 Feb 1;18:217-222. doi: 10.2147/IMCRJ.S498539. eCollection 2025.,Xu L,Int Med Case Rep J,2025,2025/2/7,PMC11799771,,10.2147/IMCRJ.S498539
39600859,Metagenomic next-generation sequencing may assist diagnosis of osteomyelitis caused by Mycobacterium houstonense: A case report,"Lin HY, Tan QH.",World J Orthop. 2024 Nov 18;15(11):1095-1100. doi: 10.5312/wjo.v15.i11.1095. eCollection 2024 Nov 18.,Lin HY,World J Orthop,2024,2024/11/27,PMC11586735,,10.5312/wjo.v15.i11.1095
35794548,Case report: a special case of cryptococcal infection-related inflammatory syndrome in a non-HIV infected and non-transplant patient,"Su XH, Li WP, Lin Q, Zheng XJ, Fang T, Jiang Y, Peng FH.",BMC Neurol. 2022 Jul 6;22(1):247. doi: 10.1186/s12883-022-02773-4.,Su XH,BMC Neurol,2022,2022/7/6,PMC9258111,,10.1186/s12883-022-02773-4
37575122,Case report: A rare multidrug-resistant Escherichia coli causes fatal neonatal meningoencephalitis,"Zhou Q, Zhan Z, Huang F, Zhao M, Huang D, Xu J, Huang L, Xie L, Zhang A.",Front Public Health. 2023 Jul 28;11:1174536. doi: 10.3389/fpubh.2023.1174536. eCollection 2023.,Zhou Q,Front Public Health,2023,2023/8/14,PMC10420072,,10.3389/fpubh.2023.1174536
38153974,Letter to the Editor: Diagnosis of Aspergillus flavus-Induced Pneumonia Through Metagenomic Next-Generation Sequencing: A Case Report,"Ai L, Wang W, Li Y.",Surg Infect (Larchmt). 2024 Feb;25(1):77-78. doi: 10.1089/sur.2023.314. Epub 2023 Dec 29.,Ai L,Surg Infect (Larchmt),2024,2023/12/28,,,10.1089/sur.2023.314
28628941,A novel cause of chronic viral meningoencephalitis: Cache Valley virus,"Wilson MR, Suan D, Duggins A, Schubert RD, Khan LM, Sample HA, Zorn KC, Rodrigues Hoffman A, Blick A, Shingde M, DeRisi JL.",Ann Neurol. 2017 Jul;82(1):105-114. doi: 10.1002/ana.24982.,Wilson MR,Ann Neurol,2017,2017/6/20,PMC5546801,NIHMS886130,10.1002/ana.24982
34125575,Detection of Tropheryma whipplei Genome From the Aqueous Humor by Metagenomic Sequencing,"Gonzales JA, Doan T, VanZante A, Stewart JM, Sura A, Reddy A, Rasool N.",Ann Intern Med. 2021 Sep;174(9):1329-1330. doi: 10.7326/L20-1470. Epub 2021 Jun 15.,Gonzales JA,Ann Intern Med,2021,2021/6/14,,,10.7326/L20-1470
41029053,Acute fibrinous and organizing pneumonia presents as right lung upper lobe cavitary lesion: Case report and literature review,"Wang CC, Chen Y, Li MJ, Xie B, Shan Q, Guo H, Huang QC, Guo BM.",Medicine (Baltimore). 2025 Sep 26;104(39):e44915. doi: 10.1097/MD.0000000000044915.,Wang CC,Medicine (Baltimore),2025,2025/10/1,,,10.1097/MD.0000000000044915
37674579,Diagnosis of mixed infection and a primary immunodeficiency disease using next-generation sequencing: a case report,"Zhang X, Wang Y, Pen D, Liu J, Zhou Q, Wang Y, Zhong H, Liu T, Chen W, Wu B, Zhou Y, Wang C, Li X, Yu F, Wang X, Lu G, Yan G.",Front Cell Infect Microbiol. 2023 Aug 22;13:1179090. doi: 10.3389/fcimb.2023.1179090. eCollection 2023.,Zhang X,Front Cell Infect Microbiol,2023,2023/9/7,PMC10477990,,10.3389/fcimb.2023.1179090
39268488,Pythium insidiosum: an emerging pathogen that is easily misdiagnosed and given treatment as a fungus,"Hu L, Huang X, Yee NH, Meng H, Jiang L, Liang L, Chen X.",Front Cell Infect Microbiol. 2024 Aug 29;14:1430032. doi: 10.3389/fcimb.2024.1430032. eCollection 2024.,Hu L,Front Cell Infect Microbiol,2024,2024/9/13,PMC11390559,,10.3389/fcimb.2024.1430032
38698785,Pulmonary infection with Aeromonas dhakensis in a patient with acute T lymphoblastic leukemia: a case report and review of the literature,"Wang C, Wei N, Zhang M, Zhang X.",Front Med (Lausanne). 2024 Apr 17;11:1357714. doi: 10.3389/fmed.2024.1357714. eCollection 2024.,Wang C,Front Med (Lausanne),2024,2024/5/3,PMC11064645,,10.3389/fmed.2024.1357714
37775739,Meningitis caused by oral anaerobes detected using mNGS tool: a case report and review of literature,"Zhong X, Wang M, Meng Q, Jiang X, Guo Z, Zhang Y, Gao D.",BMC Neurol. 2023 Sep 30;23(1):344. doi: 10.1186/s12883-023-03307-2.,Zhong X,BMC Neurol,2023,2023/9/29,PMC10542268,,10.1186/s12883-023-03307-2
36411755,Diagnosis and Treatment to a Post-Craniotomy Intracranial Infection Caused by Corynebacterium,"Fan C, Gong L, An M, Li Z, Li X, Fang J.",Infect Drug Resist. 2022 Nov 15;15:6681-6687. doi: 10.2147/IDR.S368857. eCollection 2022.,Fan C,Infect Drug Resist,2022,2022/11/22,PMC9675399,,10.2147/IDR.S368857
